post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves,total_engagement,engagement_rate,reach_rate
POST00428,2025-02-23 09:00:00,Linkedin,Reel,Community Campaign,Brand,10,143297,187585,142907,4731.0,162,1229,1153,7275.0,5.090723337555193,99.72783798683852
POST00429,2025-02-23 12:00:00,Instagram,Carousel,Educational Series,Education,1,218250,154161,128256,6945.0,310,1697,982,9934.0,7.745446606786427,58.76563573883161
POST00430,2025-02-23 15:00:00,Instagram,Carousel,Community Campaign,Education,12,283509,506526,444663,18376.0,881,3545,9886,32688.0,7.351185054749328,156.84263991619315
POST00431,2025-02-23 18:00:00,Instagram,Carousel,Seasonal Campaign,Promotional,21,256932,217424,124747,9757.0,530,1816,705,12808.0,10.267180773886347,48.55253530116918
POST00432,2025-02-23 21:00:00,Facebook,Reel,Educational Series,Community,7,478760,368884,238775,9694.0,233,1703,3654,15284.0,6.401005130352842,49.873631882362766
POST00433,2025-02-24 00:00:00,Facebook,Carousel,Community Campaign,Promotional,20,331827,420394,268738,15850.0,336,3852,3777,23815.0,8.86179103811147,80.98738197916384
POST00434,2025-02-24 03:00:00,Instagram,Reel,Educational Series,Promotional,20,114356,244273,164909,15872.0,949,1204,3391,21416.0,12.986556221916329,144.20668788694954
POST00435,2025-02-24 06:00:00,Instagram,Image,Educational Series,Entertainment,7,411550,263561,184101,3782.0,77,955,1100,5914.0,3.212367124567493,44.73356821771352
POST00436,2025-02-24 09:00:00,Facebook,Carousel,Event Promotion,Event,0,78896,105029,72071,3857.0,166,565,1305,5893.0,8.176659127804527,91.349371324275
POST00437,2025-02-24 12:00:00,Instagram,Reel,Brand Awareness,Entertainment,5,381483,460199,406471,24856.0,1432,4600,6637,37525.0,9.231900922821062,106.55022635346792
POST00438,2025-02-24 15:00:00,Facebook,Video,Educational Series,Community,12,431217,520958,366230,33280.0,1824,3268,6748,45120.0,12.320126696338367,84.92939749592433
POST00439,2025-02-24 18:00:00,Facebook,Reel,Product Launch,Brand,8,419938,279365,207584,16144.0,519,3564,3459,23686.0,11.410320641282565,49.432059018236025
POST00440,2025-02-24 21:00:00,Instagram,Video,Seasonal Campaign,Education,5,302244,383291,311240,15294.0,640,4609,4785,25328.0,8.137771494666495,102.97640317094799
POST00441,2025-02-25 00:00:00,Instagram,Image,Seasonal Campaign,Community,14,402907,413697,332521,18761.0,683,1804,7773,29021.0,8.727569085862246,82.53045988280175
POST00442,2025-02-25 03:00:00,Linkedin,Reel,Product Launch,Brand,22,430676,492615,371450,26538.0,725,4176,3963,35402.0,9.530757840893795,86.24813084546156
POST00443,2025-02-25 06:00:00,Instagram,Reel,Festival Campaign,Community,15,240595,384813,327587,17388.0,299,3238,2313,23238.0,7.09368808896568,136.15702736964607
POST00444,2025-02-25 09:00:00,Instagram,Text,Educational Series,Brand,3,81645,70650,54291,2732.0,137,111,1112,4092.0,7.537160855390396,66.4964174168657
POST00445,2025-02-25 12:00:00,Facebook,Reel,Special Campaign,Education,16,89551,152933,130935,10228.0,148,1995,766,13137.0,10.033222591362126,146.2127726100211
POST00446,2025-02-25 15:00:00,Linkedin,Reel,Educational Series,Brand,8,219570,156426,102610,2711.0,109,581,1842,5243.0,5.109638436799532,46.7322493965478
POST00447,2025-02-25 18:00:00,Linkedin,Reel,Educational Series,Promotional,11,286984,196387,117087,10945.0,434,2152,1766,15297.0,13.06464423889928,40.799138627937445
POST00448,2025-02-25 21:00:00,Facebook,Carousel,Special Campaign,Community,21,463280,531234,444553,20456.0,547,3347,1346,25696.0,5.780188189034828,95.95773614228976
POST00449,2025-02-26 00:00:00,Instagram,Image,Community Campaign,Education,18,106069,65817,45011,2379.0,39,408,372,3198.0,7.1049299060229725,42.435584383750204
POST00450,2025-02-26 03:00:00,Instagram,Reel,Educational Series,Brand,19,368134,564463,439084,25004.0,1249,7213,6107,39573.0,9.012626285630995,119.27287346455367
POST00451,2025-02-26 06:00:00,Facebook,Reel,Educational Series,Promotional,11,68105,78412,63361,6003.0,198,357,649,7207.0,11.374504821577942,93.03428529476544
POST00452,2025-02-26 09:00:00,Youtube,Reel,Product Launch,Promotional,21,25699,29768,19776,1518.0,70,232,245,2065.0,10.441949838187703,76.95241059963422
POST00453,2025-02-26 12:00:00,Youtube,Reel,Brand Awareness,Event,5,419138,857361,623136,44362.0,480,4120,10112,59074.0,9.48011349047399,148.6708434930739
POST00454,2025-02-26 15:00:00,Linkedin,Image,Brand Awareness,Promotional,11,438135,246858,213093,15115.0,207,1654,4065,21041.0,9.874092532368497,48.63637919819234
POST00455,2025-02-26 18:00:00,Instagram,Carousel,Festival Campaign,Entertainment,8,209608,208232,178647,6910.0,129,1788,1130,9957.0,5.573561268871013,85.2290943093775
POST00456,2025-02-26 21:00:00,Youtube,Reel,Product Launch,Education,19,439724,461731,375052,11660.0,182,2047,3459,17348.0,4.625491931785459,85.29259262628376
POST00457,2025-02-27 00:00:00,Instagram,Image,Educational Series,Education,4,369344,257599,210447,9652.0,189,1808,3578,15227.0,7.235550993836928,56.97858906601976
POST00458,2025-02-27 03:00:00,Youtube,Image,Brand Awareness,Education,20,379950,324998,280859,11486.0,509,2000,4478,18473.0,6.5773217165908875,73.91998947229898
POST00459,2025-02-27 06:00:00,Instagram,Text,Event Promotion,Brand,2,438494,466030,376420,13341.0,164,2480,7231,23216.0,6.167578768397004,85.84381998385383
POST00460,2025-02-27 09:00:00,Instagram,Text,Event Promotion,Community,1,428078,478568,320092,13733.0,163,3304,5470,22670.0,7.082338827587069,74.77422338919543
POST00461,2025-02-27 12:00:00,Instagram,Video,Event Promotion,Brand,7,164670,311444,184460,12596.0,145,1834,1893,16468.0,8.927680798004987,112.01797534462865
POST00462,2025-02-27 15:00:00,Facebook,Reel,Educational Series,Entertainment,9,480650,392271,273671,15488.0,695,2913,3826,22922.0,8.375750444877243,56.9376885467596
POST00463,2025-02-27 18:00:00,Facebook,Reel,Educational Series,Community,14,239547,150121,87155,8131.0,299,919,1957,11306.0,12.972290746371407,36.383256730411986
POST00464,2025-02-27 21:00:00,Youtube,Reel,Special Campaign,Promotional,8,146473,308882,182400,14010.0,399,2394,1293,18096.0,9.921052631578947,124.5280700197306
POST00465,2025-02-28 00:00:00,Linkedin,Reel,Festival Campaign,Brand,9,175846,94061,83014,7920.0,346,731,937,9934.0,11.966656226660563,47.20835276321327
POST00466,2025-02-28 03:00:00,Instagram,Image,Seasonal Campaign,Community,10,203456,320958,252452,16992.0,640,2821,5432,25885.0,10.25343431622645,124.08186536646744
POST00467,2025-02-28 06:00:00,Instagram,Video,Festival Campaign,Promotional,8,284966,545280,462431,16669.0,172,3173,5092,25106.0,5.429134292467417,162.27585045233465
POST00468,2025-02-28 09:00:00,Linkedin,Video,Festival Campaign,Community,13,450468,610650,473262,34548.0,1793,3347,5711,45399.0,9.592783701205674,105.06007085963931
POST00469,2025-02-28 12:00:00,Instagram,Video,Community Campaign,Promotional,4,110585,141277,98397,4610.0,126,1139,986,6861.0,6.972773560169518,88.97861373604015
POST00470,2025-02-28 15:00:00,Linkedin,Image,Event Promotion,Community,8,107420,53923,30132,1903.0,57,145,686,2791.0,9.262577990176556,28.050642338484455
POST00471,2025-02-28 18:00:00,Instagram,Carousel,Educational Series,Brand,3,295196,411545,364029,24451.0,1200,1211,6404,33266.0,9.138282938996618,123.31772788249162
POST00472,2025-02-28 21:00:00,Linkedin,Reel,Event Promotion,Brand,1,103574,133703,76856,3189.0,61,466,583,4299.0,5.59357759966691,74.20395079846294
POST00473,2025-03-01 00:00:00,Instagram,Reel,Festival Campaign,Entertainment,18,495727,487866,372513,36961.0,388,6720,7261,51330.0,13.77938488052766,75.1447873527163
POST00474,2025-03-01 03:00:00,Linkedin,Carousel,Educational Series,Event,0,150171,163686,95882,6142.0,340,215,368,7065.0,7.368432031038151,63.8485459909037
POST00475,2025-03-01 06:00:00,Youtube,Reel,Product Launch,Education,20,251224,254562,165325,16531.0,583,802,1937,19853.0,12.008468168758506,65.8078049867847
POST00476,2025-03-01 09:00:00,Linkedin,Image,Special Campaign,Brand,0,139879,99874,61426,1775.0,48,655,1413,3891.0,6.334451209585517,43.91366824183759
POST00477,2025-03-01 12:00:00,Instagram,Reel,Brand Awareness,Brand,11,426485,902490,671272,62990.0,3209,12861,12200,91260.0,13.595085151771563,157.39639143228953
POST00478,2025-03-01 15:00:00,Youtube,Carousel,Brand Awareness,Promotional,10,481793,385870,332032,20947.0,237,3816,6789,31789.0,9.574077197378566,68.91590371798677
POST00479,2025-03-01 18:00:00,Linkedin,Video,Festival Campaign,Event,0,298695,212733,164329,10478.0,210,2758,3859,17305.0,10.530703649386291,55.01565141699727
POST00480,2025-03-01 21:00:00,Youtube,Reel,Seasonal Campaign,Brand,13,89915,72360,56619,5095.0,90,965,1134,7284.0,12.864939331319874,62.96947116721348
POST00481,2025-03-02 00:00:00,Facebook,Video,Event Promotion,Community,10,289805,202383,175693,12222.0,573,1737,869,15401.0,8.765858628402952,60.624557892375904
POST00482,2025-03-02 03:00:00,Facebook,Reel,Product Launch,Event,6,215619,163101,132486,10364.0,265,1091,1069,12789.0,9.653095421403016,61.444492368483296
POST00483,2025-03-02 06:00:00,Youtube,Image,Educational Series,Education,1,354647,246973,210688,6678.0,324,1937,2949,11888.0,5.642466585662211,59.40780550801219
POST00484,2025-03-02 09:00:00,Facebook,Carousel,Seasonal Campaign,Community,14,115406,85741,59653,4323.0,52,559,197,5131.0,8.601411496488023,51.68968684470479
POST00485,2025-03-02 12:00:00,Youtube,Carousel,Event Promotion,Promotional,7,211686,321509,274206,16992.0,686,672,4590,22940.0,8.365973027577807,129.534310251977
POST00486,2025-03-02 15:00:00,Linkedin,Text,Festival Campaign,Entertainment,21,273043,231938,179995,9539.0,247,1950,3142,14878.0,8.26578516069891,65.9218511370004
POST00487,2025-03-02 18:00:00,Instagram,Reel,Event Promotion,Community,19,261575,369814,220950,11802.0,228,2703,4048,18781.0,8.500113147770989,84.46908152537513
POST00488,2025-03-02 21:00:00,Instagram,Carousel,Festival Campaign,Education,14,232282,183861,103614,4341.0,220,1454,1577,7592.0,7.327195166676318,44.60698633557486
POST00489,2025-03-03 00:00:00,Linkedin,Carousel,Community Campaign,Community,7,368074,223789,142198,3200.0,97,1724,1841,6862.0,4.825665621176107,38.632992278726555
POST00490,2025-03-03 03:00:00,Linkedin,Text,Brand Awareness,Event,9,164603,122089,83316,4131.0,159,401,1818,6509.0,7.812424984396754,50.61633141558781
POST00491,2025-03-03 06:00:00,Youtube,Reel,Seasonal Campaign,Event,18,434586,731720,616948,31936.0,372,10999,12265,55572.0,9.007566277871067,141.96223532281297
POST00492,2025-03-03 09:00:00,Facebook,Video,Brand Awareness,Education,2,281697,446372,361309,17183.0,851,5322,5951,29307.0,8.111339601283113,128.26157183072593
POST00493,2025-03-03 12:00:00,Instagram,Image,Event Promotion,Event,19,466216,259051,229099,12643.0,307,1564,919,15433.0,6.736389071973252,49.14009815192958
POST00494,2025-03-03 15:00:00,Instagram,Reel,Product Launch,Community,13,431781,842484,628249,28725.0,1283,10557,11475,52040.0,8.283339885936945,145.50177057350834
POST00495,2025-03-03 18:00:00,Youtube,Image,Educational Series,Entertainment,8,406678,404943,328696,22051.0,1058,1635,5022,29766.0,9.055784067953367,80.82463275613631
POST00496,2025-03-03 21:00:00,Instagram,Reel,Festival Campaign,Community,8,414048,906020,585605,39803.0,631,8160,10691,59285.0,10.12371820595794,141.43408493701213
POST00497,2025-03-04 00:00:00,Youtube,Image,Educational Series,Entertainment,20,460194,490292,386277,27175.0,673,1213,3805,32866.0,8.508402001672374,83.93786098906114
POST00498,2025-03-04 03:00:00,Instagram,Video,Brand Awareness,Event,5,496157,676361,539163,15916.0,734,8575,10833,36058.0,6.687773456264617,108.66782087121616
POST00499,2025-03-04 06:00:00,Linkedin,Image,Special Campaign,Community,7,161257,135361,114643,4148.0,89,1184,1398,6819.0,5.9480299713022164,71.09334788567317
POST00500,2025-03-04 09:00:00,Linkedin,Carousel,Product Launch,Event,10,154564,173136,127729,5751.0,301,534,2896,9482.0,7.423529503871477,82.63825987940271
POST00501,2025-03-04 12:00:00,Facebook,Image,Product Launch,Entertainment,7,209310,132665,103100,5922.0,151,211,545,6829.0,6.623666343355965,49.257082795853044
POST00502,2025-03-04 15:00:00,Youtube,Reel,Educational Series,Event,11,78859,68509,42548,1813.0,54,390,581,2838.0,6.670113753877974,53.95452643325429
POST00503,2025-03-04 18:00:00,Instagram,Reel,Brand Awareness,Brand,9,326774,475622,384238,21239.0,318,5383,2891,29831.0,7.763677720579433,117.58524239994614
POST00504,2025-03-04 21:00:00,Facebook,Image,Special Campaign,Promotional,22,216896,125530,105877,7112.0,123,541,1373,9149.0,8.641159080820197,48.814639274122165
POST00505,2025-03-05 00:00:00,Facebook,Reel,Educational Series,Community,3,191656,208438,157956,5518.0,131,3008,1703,10360.0,6.5587885233862595,82.41641273949159
POST00506,2025-03-05 03:00:00,Instagram,Reel,Event Promotion,Brand,15,21076,49023,28947,2435.0,30,532,598,3595.0,12.419248972259647,137.34579616625547
POST00507,2025-03-05 06:00:00,Linkedin,Image,Product Launch,Event,19,133868,103529,68277,3819.0,75,600,455,4949.0,7.248414546626243,51.003227059491444
POST00508,2025-03-05 09:00:00,Facebook,Reel,Product Launch,Event,5,185211,258649,185303,6704.0,204,1470,2996,11374.0,6.13805496942845,100.04967307557327
POST00509,2025-03-05 12:00:00,Linkedin,Reel,Event Promotion,Promotional,8,217682,266670,209871,16727.0,485,3724,2506,23442.0,11.16971854138971,96.41173822364733
POST00510,2025-03-05 15:00:00,Facebook,Image,Brand Awareness,Event,22,188774,201944,133710,6520.0,129,1497,1925,10071.0,7.531972178595468,70.83072880799263
POST00511,2025-03-05 18:00:00,Facebook,Reel,Product Launch,Promotional,4,282041,476545,402252,19479.0,273,1631,7528,28911.0,7.18728558217237,142.62181739534324
POST00512,2025-03-05 21:00:00,Youtube,Text,Seasonal Campaign,Community,20,178607,170752,116132,3367.0,87,713,1260,5427.0,4.673130575551958,65.02096782320962
POST00513,2025-03-06 00:00:00,Linkedin,Video,Special Campaign,Entertainment,23,118343,110893,62653,5261.0,248,1109,693,7311.0,11.669034204267952,52.941872354089384
POST00514,2025-03-06 03:00:00,Linkedin,Carousel,Community Campaign,Promotional,5,476953,327656,271265,9644.0,342,2250,1272,13508.0,4.979632462720955,56.874576740265816
POST00515,2025-03-06 06:00:00,Instagram,Reel,Community Campaign,Promotional,16,345849,464139,359929,23754.0,1362,6610,5450,37176.0,10.328703716566324,104.07114087361826
POST00516,2025-03-06 09:00:00,Instagram,Video,Community Campaign,Brand,16,483026,580429,482153,35217.0,598,8507,5868,50190.0,10.409558791503942,99.81926438742428
POST00517,2025-03-06 12:00:00,Instagram,Video,Festival Campaign,Event,23,179270,212834,143048,4771.0,97,1207,2985,9060.0,6.333538392707343,79.79472304345401
POST00518,2025-03-06 15:00:00,Facebook,Video,Seasonal Campaign,Community,21,397014,512225,284884,25961.0,623,4970,3607,35161.0,12.34221648109406,71.75666349297506
POST00519,2025-03-06 18:00:00,Linkedin,Reel,Festival Campaign,Entertainment,12,377539,427078,245917,11393.0,121,1212,5989,18715.0,7.610291277138222,65.13684678933832
POST00520,2025-03-06 21:00:00,Instagram,Carousel,Brand Awareness,Education,16,210185,185911,109525,4500.0,257,469,742,5968.0,5.448984250171194,52.108856483573994
POST00521,2025-03-07 00:00:00,Youtube,Video,Event Promotion,Promotional,13,385944,748695,622765,44814.0,1446,4181,5527,55968.0,8.987017574847656,161.36149285906765
POST00522,2025-03-07 03:00:00,Instagram,Image,Educational Series,Education,1,327904,328541,215359,4785.0,163,1565,2502,9015.0,4.1860335532761574,65.6774543768908
POST00523,2025-03-07 06:00:00,Linkedin,Carousel,Seasonal Campaign,Event,18,208912,187083,168237,10185.0,182,769,1135,12271.0,7.293877090057478,80.53007965076205
POST00524,2025-03-07 09:00:00,Facebook,Image,Special Campaign,Promotional,2,143476,139760,113965,7688.0,412,658,2779,11537.0,10.123283464221473,79.43140316150436
POST00525,2025-03-07 12:00:00,Facebook,Image,Brand Awareness,Education,1,317420,286337,217731,6847.0,305,655,3723,11530.0,5.2955252123032555,68.59397643500725
POST00526,2025-03-07 15:00:00,Youtube,Reel,Educational Series,Brand,1,490770,569197,509013,27603.0,871,5022,1652,35148.0,6.905128159791597,103.71721987896572
POST00527,2025-03-07 18:00:00,Youtube,Carousel,Brand Awareness,Education,21,81913,122775,81118,2890.0,155,1086,1275,5406.0,6.664365492245864,99.02945808357649
POST00528,2025-03-07 21:00:00,Instagram,Reel,Festival Campaign,Brand,6,471244,448548,272701,24505.0,1354,3451,5505,34815.0,12.76672986164334,57.86832299191077
POST00529,2025-03-08 00:00:00,Instagram,Image,Community Campaign,Entertainment,3,355752,410721,331881,8977.0,111,3743,1370,14201.0,4.278943356202976,93.28998853133643
POST00530,2025-03-08 03:00:00,Linkedin,Reel,Event Promotion,Event,16,33348,26820,17361,920.0,14,84,272,1290.0,7.430447554864352,52.06009355883411
POST00531,2025-03-08 06:00:00,Facebook,Image,Festival Campaign,Community,5,328822,297178,263407,13290.0,151,1705,2959,18105.0,6.873393645575099,80.10625809708596
POST00532,2025-03-08 09:00:00,Linkedin,Reel,Event Promotion,Education,6,165024,123225,110387,6353.0,248,360,1743,8704.0,7.884986456738566,66.89148245103742
POST00533,2025-03-08 12:00:00,Linkedin,Carousel,Seasonal Campaign,Promotional,19,134369,143593,125534,3153.0,65,897,1074,5189.0,4.133541510666433,93.42482268975732
POST00534,2025-03-08 15:00:00,Youtube,Video,Educational Series,Event,5,20318,19512,17183,1584.0,82,205,303,2174.0,12.652039806785776,84.57033172556353
POST00535,2025-03-08 18:00:00,Facebook,Reel,Brand Awareness,Education,8,359498,584816,447664,23438.0,780,5467,7954,37639.0,8.407868401300975,124.52475396246989
POST00536,2025-03-08 21:00:00,Linkedin,Reel,Product Launch,Promotional,19,308155,436352,345696,21004.0,1089,1251,5140,28484.0,8.239609367768212,112.18250555726826
POST00537,2025-03-09 00:00:00,Facebook,Reel,Product Launch,Promotional,3,300931,303639,177017,6915.0,261,645,4128,11949.0,6.750199133416565,58.82311892094866
POST00538,2025-03-09 03:00:00,Instagram,Video,Event Promotion,Community,4,394430,503127,411088,35479.0,1767,2943,9458,49647.0,12.076976219203674,104.22330958598485
POST00539,2025-03-09 06:00:00,Youtube,Image,Community Campaign,Community,18,391304,465451,288915,9747.0,278,3127,1168,14320.0,4.956475087828601,73.83389896346574
POST00540,2025-03-09 09:00:00,Instagram,Image,Community Campaign,Promotional,9,476644,303909,256533,4892.0,280,523,2405,8100.0,3.1574885102501433,53.82067119275602
POST00541,2025-03-09 12:00:00,Linkedin,Reel,Event Promotion,Community,17,425732,257208,228024,11556.0,501,2966,2511,17534.0,7.689541451777006,53.560455873648216
POST00542,2025-03-09 15:00:00,Facebook,Carousel,Festival Campaign,Promotional,14,381176,229211,143103,11876.0,472,659,603,13610.0,9.51063220198039,37.5425000524692
POST00543,2025-03-09 18:00:00,Instagram,Video,Product Launch,Education,0,185127,283237,163515,5653.0,156,2801,2374,10984.0,6.717426535791823,88.32585198269297
POST00544,2025-03-09 21:00:00,Facebook,Video,Festival Campaign,Entertainment,4,384449,269468,193844,5087.0,289,1766,686,7828.0,4.03829883824106,50.42125223371631
POST00545,2025-03-10 00:00:00,Facebook,Carousel,Educational Series,Community,4,271366,199412,164922,9470.0,254,454,2954,13132.0,7.962551994276082,60.77474702062896
POST00546,2025-03-10 03:00:00,Instagram,Reel,Product Launch,Brand,7,290896,520465,426637,23460.0,1215,6254,1305,32234.0,7.55536908425664,146.66306858808647
POST00547,2025-03-10 06:00:00,Instagram,Reel,Educational Series,Brand,21,217983,175339,139199,12250.0,370,1501,515,14636.0,10.514443350886141,63.857732024974425
POST00548,2025-03-10 09:00:00,Facebook,Reel,Brand Awareness,Brand,21,406489,323515,270860,22505.0,1088,4738,5780,34111.0,12.593590784907333,66.63402945713169
POST00549,2025-03-10 12:00:00,Youtube,Reel,Festival Campaign,Entertainment,21,362650,741547,453267,18340.0,1019,6171,3878,29408.0,6.48800817178396,124.98745346753068
POST00550,2025-03-10 15:00:00,Facebook,Reel,Event Promotion,Promotional,19,210922,287146,223450,15650.0,520,3196,1069,20435.0,9.145222644887,105.93963645328606
POST00551,2025-03-10 18:00:00,Youtube,Reel,Product Launch,Promotional,14,392526,452165,344544,9829.0,356,5363,4061,19609.0,5.691290517321445,87.77609636049587
POST00552,2025-03-10 21:00:00,Linkedin,Image,Festival Campaign,Event,16,118328,46457,28046,1170.0,31,188,115,1504.0,5.362618555230692,23.70191332567102
POST00553,2025-03-11 00:00:00,Youtube,Text,Event Promotion,Brand,18,168610,151072,105002,4948.0,63,968,2048,8027.0,7.644616293022991,62.27507265286757
POST00554,2025-03-11 03:00:00,Youtube,Carousel,Brand Awareness,Brand,12,294801,246132,208814,9843.0,419,582,2896,13740.0,6.580018581129618,70.83218849325478
POST00555,2025-03-11 06:00:00,Linkedin,Video,Product Launch,Promotional,21,431059,604244,537856,17476.0,279,7714,8144,33613.0,6.249442229890528,124.7754947698575
POST00556,2025-03-11 09:00:00,Youtube,Carousel,Educational Series,Brand,20,101119,138628,108531,2699.0,74,1170,2123,6066.0,5.5891864997097604,107.32997755120203
POST00557,2025-03-11 12:00:00,Instagram,Reel,Brand Awareness,Promotional,9,303635,698249,609347,56416.0,1550,7419,12344,77729.0,12.756114332227778,200.684044988226
POST00558,2025-03-11 15:00:00,Instagram,Carousel,Community Campaign,Promotional,16,123010,209069,124650,9617.0,168,803,747,11335.0,9.093461692739671,101.3332249410617
POST00559,2025-03-11 18:00:00,Facebook,Reel,Event Promotion,Community,4,197503,227156,202457,10681.0,462,916,1855,13914.0,6.872570471754496,102.5083163293722
POST00560,2025-03-11 21:00:00,Facebook,Carousel,Special Campaign,Promotional,17,148801,164460,92381,2895.0,54,1010,634,4593.0,4.97180156092703,62.08358814792911
POST00561,2025-03-12 00:00:00,Facebook,Reel,Product Launch,Education,16,214547,329365,241932,24757.0,1211,2557,1013,29538.0,12.209215812707704,112.7641029704447
POST00562,2025-03-12 03:00:00,Instagram,Text,Product Launch,Education,3,324324,314711,205145,8116.0,182,743,3041,12082.0,5.889492797777182,63.25310491977159
POST00563,2025-03-12 06:00:00,Instagram,Reel,Seasonal Campaign,Education,21,300684,263375,219883,13892.0,338,732,1868,16830.0,7.654070573896117,73.12760239986164
POST00564,2025-03-12 09:00:00,Instagram,Reel,Seasonal Campaign,Education,6,222587,336973,210992,17690.0,480,2469,1347,21986.0,10.420300295745811,94.79080090032213
POST00565,2025-03-12 12:00:00,Instagram,Text,Brand Awareness,Entertainment,4,473851,268918,148990,3367.0,59,406,2119,5951.0,3.9942278005235248,31.442373235468533
POST00566,2025-03-12 15:00:00,Youtube,Reel,Product Launch,Event,7,27943,48543,33742,2403.0,76,617,571,3667.0,10.867761247110426,120.75296138567799
POST00567,2025-03-12 18:00:00,Instagram,Carousel,Event Promotion,Event,7,140730,209348,119838,9237.0,129,498,2395,12259.0,10.229643351858343,85.15455126838627
POST00568,2025-03-12 21:00:00,Youtube,Carousel,Brand Awareness,Promotional,10,291055,501868,326983,7341.0,230,829,1106,9506.0,2.9071847771902517,112.34405868306678
POST00569,2025-03-13 00:00:00,Linkedin,Video,Educational Series,Brand,8,453470,491406,380992,27603.0,745,2471,5554,36373.0,9.546919620359482,84.01702427944517
POST00570,2025-03-13 03:00:00,Instagram,Text,Brand Awareness,Education,18,250481,293093,191432,7621.0,205,613,1699,10138.0,5.2958752977558605,76.42575684383247
POST00571,2025-03-13 06:00:00,Youtube,Text,Brand Awareness,Event,18,345144,218765,139140,8040.0,345,1282,3452,13119.0,9.428633031479086,40.31360823308532
POST00572,2025-03-13 09:00:00,Facebook,Reel,Special Campaign,Event,8,89305,87771,53050,2449.0,118,397,342,3306.0,6.231856738925542,59.40316891551425
POST00573,2025-03-13 12:00:00,Instagram,Video,Educational Series,Education,22,22479,45868,27397,2351.0,65,170,346,2932.0,10.701901668065847,121.87819742871125
POST00574,2025-03-13 15:00:00,Facebook,Carousel,Community Campaign,Entertainment,19,30112,35717,26218,1060.0,24,411,638,2133.0,8.135632008543748,87.0682784272051
POST00575,2025-03-13 18:00:00,Linkedin,Carousel,Seasonal Campaign,Entertainment,16,391719,380134,299746,14412.0,500,1243,2304,18459.0,6.158213954481461,76.52066915314293
POST00576,2025-03-13 21:00:00,Linkedin,Reel,Event Promotion,Event,15,483483,379141,268604,11452.0,565,1084,5574,18675.0,6.952614257419845,55.55603816473381
POST00577,2025-03-14 00:00:00,Instagram,Carousel,Community Campaign,Entertainment,6,213684,322707,191449,14436.0,609,1200,1597,17842.0,9.319453222529237,89.59444787630333
POST00578,2025-03-14 03:00:00,Linkedin,Text,Community Campaign,Community,21,490113,407802,316745,7536.0,89,1726,1474,10825.0,3.4175756523386323,64.62693297260019
POST00579,2025-03-14 06:00:00,Youtube,Text,Community Campaign,Education,2,252548,152263,113434,6086.0,206,1011,446,7749.0,6.831285152599749,44.91581798311608
POST00580,2025-03-14 09:00:00,Instagram,Image,Seasonal Campaign,Event,20,66809,87026,59477,2533.0,150,771,1419,4873.0,8.193083040503051,89.02543070544388
POST00581,2025-03-14 12:00:00,Youtube,Reel,Festival Campaign,Education,18,280462,358425,238537,21739.0,601,3698,1832,27870.0,11.683722022160085,85.05145082043201
POST00582,2025-03-14 15:00:00,Linkedin,Image,Seasonal Campaign,Entertainment,7,52205,23257,14282,461.0,14,147,134,756.0,5.293376277832237,27.357532803371328
POST00583,2025-03-14 18:00:00,Youtube,Video,Community Campaign,Education,4,223676,373039,224272,7525.0,183,4006,5443,17157.0,7.650085610330313,100.26645683935693
POST00584,2025-03-14 21:00:00,Instagram,Carousel,Festival Campaign,Entertainment,5,419773,352857,235909,13202.0,460,2960,4119,20741.0,8.791949438130803,56.19918384460173
POST00585,2025-03-15 00:00:00,Facebook,Image,Educational Series,Entertainment,1,187170,114144,64442,2932.0,52,221,885,4090.0,6.346792464541759,34.42966287332372
POST00586,2025-03-15 03:00:00,Instagram,Reel,Seasonal Campaign,Education,23,452006,904640,635798,34215.0,764,6612,7997,49588.0,7.799332492395383,140.66140714946263
POST00587,2025-03-15 06:00:00,Instagram,Image,Event Promotion,Entertainment,18,130947,175665,133602,7186.0,327,1027,543,9083.0,6.7985509198964085,102.02753785882838
POST00588,2025-03-15 09:00:00,Instagram,Image,Community Campaign,Community,12,316970,258177,227087,5254.0,88,1218,4872,11432.0,5.0341939432904566,71.6430577026217
POST00589,2025-03-15 12:00:00,Instagram,Text,Product Launch,Promotional,5,435290,564513,434132,18663.0,1050,1346,8580,29639.0,6.827186201431823,99.7339704564773
POST00590,2025-03-15 15:00:00,Instagram,Carousel,Educational Series,Education,5,146201,131765,101251,3477.0,88,1196,505,5266.0,5.200936287049017,69.25465626090109
POST00591,2025-03-15 18:00:00,Instagram,Reel,Festival Campaign,Promotional,1,369835,861734,586879,21161.0,820,4278,6324,32583.0,5.551911041287898,158.68671164167804
POST00592,2025-03-15 21:00:00,Facebook,Image,Seasonal Campaign,Education,23,136558,136926,81698,5483.0,143,744,1836,8206.0,10.044309530221058,59.826593828263455
POST00593,2025-03-16 00:00:00,Instagram,Reel,Event Promotion,Entertainment,4,384069,534743,377757,23369.0,792,3041,3098,30300.0,8.021029391910673,98.35654530826491
POST00594,2025-03-16 03:00:00,Instagram,Text,Brand Awareness,Entertainment,10,258713,146771,111477,5501.0,303,717,1833,8354.0,7.49392251316415,43.0890600781561
POST00595,2025-03-16 06:00:00,Linkedin,Image,Event Promotion,Event,10,253367,149680,120254,2743.0,36,690,1651,5120.0,4.257654631030984,47.46237671046348
