post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves,total_engagement,engagement_rate,reach_rate
POST00481,2025-03-02 00:00:00,Facebook,Video,Event Promotion,Community,10,289805,247643,179084,15580,375,503,3974,20432,11.40917111523084,61.79465502665585
POST00482,2025-03-02 03:00:00,Facebook,Reel,Product Launch,Event,6,215619,193763,114909,10375,263,1779,841,13258,11.537825583722771,53.292613359676096
POST00483,2025-03-02 06:00:00,Youtube,Image,Educational Series,Education,1,354647,167169,124600,7443,173,705,2758,11079,8.891653290529696,35.133527141072676
POST00484,2025-03-02 09:00:00,Facebook,Carousel,Seasonal Campaign,Community,14,115406,108008,91855,7774,303,1077,505,9659,10.51548636437864,79.59291544633727
POST00485,2025-03-02 12:00:00,Youtube,Carousel,Event Promotion,Promotional,7,211686,334208,253440,11158,135,2099,2146,15538,6.130839646464646,119.72449760494317
POST00486,2025-03-02 15:00:00,Linkedin,Text,Festival Campaign,Entertainment,21,273043,384089,231444,12065,723,2373,2293,17454,7.541349095245502,84.76467076614306
POST00487,2025-03-02 18:00:00,Instagram,Reel,Event Promotion,Community,19,261575,527206,417215,34550,1203,2584,7508,45845,10.988339345421426,159.5010991111536
POST00488,2025-03-02 21:00:00,Instagram,Carousel,Festival Campaign,Education,14,232282,216937,120498,5645,273,1310,1253,8481,7.038291091968331,51.875737250411134
POST00489,2025-03-03 00:00:00,Linkedin,Carousel,Community Campaign,Community,7,368074,228399,125815,8236,400,1450,1144,11230,8.925803759488138,34.18198514429164
POST00490,2025-03-03 03:00:00,Linkedin,Text,Brand Awareness,Event,9,164603,138326,108813,2800,80,1054,446,4380,4.025254335419481,66.10632856023281
POST00491,2025-03-03 06:00:00,Youtube,Reel,Seasonal Campaign,Event,18,434586,1043140,803891,87100,5105,14597,6174,112976,14.053646576463724,184.97857731266078
POST00492,2025-03-03 09:00:00,Facebook,Video,Brand Awareness,Education,2,281697,318040,237732,14537,371,1448,999,17355,7.300237241936299,84.3928050351974
POST00493,2025-03-03 12:00:00,Instagram,Image,Event Promotion,Event,19,466216,376142,296185,22220,644,2658,7180,32702,11.041072302783734,63.529565694871046
POST00494,2025-03-03 15:00:00,Instagram,Reel,Product Launch,Community,13,431781,1179208,727365,70139,1957,12786,9587,94469,12.987839667842143,168.45692608058252
POST00495,2025-03-03 18:00:00,Youtube,Image,Educational Series,Entertainment,8,406678,415471,364284,28347,1420,2092,5782,37641,10.332872154692492,89.57553641947683
POST00496,2025-03-03 21:00:00,Instagram,Reel,Festival Campaign,Community,8,414048,1012749,559329,44871,661,2755,5241,53528,9.570038385279505,135.08796081613724
POST00497,2025-03-04 00:00:00,Youtube,Image,Educational Series,Entertainment,20,460194,670719,482038,33309,1460,2285,5702,42756,8.869840137084628,104.7466937856643
POST00498,2025-03-04 03:00:00,Instagram,Video,Brand Awareness,Event,5,496157,557997,465025,21096,798,1517,10395,33806,7.2697166818988235,93.72537321855783
POST00499,2025-03-04 06:00:00,Linkedin,Image,Special Campaign,Community,7,161257,147359,86210,5982,302,466,1927,8677,10.064957661524184,53.461245093236265
POST00500,2025-03-04 09:00:00,Linkedin,Carousel,Product Launch,Event,10,154564,235395,202957,15455,694,1241,3947,21337,10.51306434367871,131.30936052379596
POST00501,2025-03-04 12:00:00,Facebook,Image,Product Launch,Entertainment,7,209310,171933,104751,6101,283,751,2349,9484,9.053851514544013,50.04586498495055
POST00502,2025-03-04 15:00:00,Youtube,Reel,Educational Series,Event,11,78859,73739,57467,4008,50,451,1315,5824,10.134511980788973,72.87310262620626
POST00503,2025-03-04 18:00:00,Instagram,Reel,Brand Awareness,Brand,9,326774,489890,375793,15995,427,6189,7419,30030,7.991101484061704,115.0008874635069
POST00504,2025-03-04 21:00:00,Facebook,Image,Special Campaign,Promotional,22,216896,132860,106428,4946,223,621,1823,7613,7.153192768820235,49.068678076128656
POST00505,2025-03-05 00:00:00,Facebook,Reel,Educational Series,Community,3,191656,160393,105799,8024,190,1788,1973,11975,11.318632501252376,55.20255040280503
POST00506,2025-03-05 03:00:00,Instagram,Reel,Event Promotion,Brand,15,21076,48532,32800,1269,69,386,792,2516,7.670731707317073,155.62725374833934
POST00507,2025-03-05 06:00:00,Linkedin,Image,Product Launch,Event,19,133868,163989,98630,5234,93,1015,1407,7749,7.8566359119943225,73.67705500941226
POST00508,2025-03-05 09:00:00,Facebook,Reel,Product Launch,Event,5,185211,256062,214919,13966,789,3007,1201,18963,8.823324136069868,116.04008401228869
POST00509,2025-03-05 12:00:00,Linkedin,Reel,Event Promotion,Promotional,8,217682,277203,189667,17681,615,785,2827,21908,11.550770561035922,87.13030935033673
POST00510,2025-03-05 15:00:00,Facebook,Image,Brand Awareness,Event,22,188774,199924,138186,6941,218,450,2313,9922,7.180177441998466,73.20181804697681
POST00511,2025-03-05 18:00:00,Facebook,Reel,Product Launch,Promotional,4,282041,450335,265232,7409,87,4651,4536,16683,6.289965011763286,94.04022819377325
POST00512,2025-03-05 21:00:00,Youtube,Text,Seasonal Campaign,Community,20,178607,238998,212897,5847,105,494,4347,10793,5.069587640971926,119.19857564373177
POST00513,2025-03-06 00:00:00,Linkedin,Video,Special Campaign,Entertainment,23,118343,134136,90899,9186,237,473,814,10710,11.782307836169815,76.80978173613985
POST00514,2025-03-06 03:00:00,Linkedin,Carousel,Community Campaign,Promotional,5,476953,270930,190061,10946,324,1966,3430,16666,8.768763712702764,39.84899979662566
POST00515,2025-03-06 06:00:00,Instagram,Reel,Community Campaign,Promotional,16,345849,460541,357421,11768,477,1293,3346,16884,4.7238410725726805,103.345968905505
POST00516,2025-03-06 09:00:00,Instagram,Video,Community Campaign,Brand,16,483026,548505,474935,22737,584,4812,11275,39408,8.297556507732637,98.32493488963327
POST00517,2025-03-06 12:00:00,Instagram,Video,Festival Campaign,Event,23,179270,242311,181546,11467,308,2086,4266,18127,9.984797241470481,101.26959335081163
POST00518,2025-03-06 15:00:00,Facebook,Video,Seasonal Campaign,Community,21,397014,716951,498274,26537,920,7821,6873,42151,8.459401855204165,125.50539779453622
POST00519,2025-03-06 18:00:00,Linkedin,Reel,Festival Campaign,Entertainment,12,377539,636517,464774,46111,729,7559,7597,61996,13.338956137821823,123.10622213863998
POST00520,2025-03-06 21:00:00,Instagram,Carousel,Brand Awareness,Education,16,210185,158953,95782,3520,118,1448,634,5720,5.971894510450816,45.57033089896996
POST00521,2025-03-07 00:00:00,Youtube,Video,Event Promotion,Promotional,13,385944,933922,604801,37252,2181,8518,9757,57708,9.541650890127498,156.70693157556536
POST00522,2025-03-07 03:00:00,Instagram,Image,Educational Series,Education,1,327904,222381,167712,4635,259,1706,2962,9562,5.701440564777714,51.14667707621743
POST00523,2025-03-07 06:00:00,Linkedin,Carousel,Seasonal Campaign,Event,18,208912,266705,230106,9932,287,2167,4413,16799,7.300548442891537,110.14494141073754
POST00524,2025-03-07 09:00:00,Facebook,Image,Special Campaign,Promotional,2,143476,123268,88391,3605,181,482,2115,6383,7.221323437906574,61.60681925897015
POST00525,2025-03-07 12:00:00,Facebook,Image,Brand Awareness,Education,1,317420,204015,163626,5680,75,2003,1073,8831,5.397064036277853,51.54873668955957
POST00526,2025-03-07 15:00:00,Youtube,Reel,Educational Series,Brand,1,490770,405552,233329,6330,355,3304,1042,11031,4.727659227957091,47.543452126250585
POST00527,2025-03-07 18:00:00,Youtube,Carousel,Brand Awareness,Education,21,81913,139963,90615,4120,245,1160,940,6465,7.134580367488827,110.62346636065092
POST00528,2025-03-07 21:00:00,Instagram,Reel,Festival Campaign,Brand,6,471244,464247,335129,20825,976,5340,7604,34745,10.367649472292758,71.11581261512083
POST00529,2025-03-08 00:00:00,Instagram,Image,Community Campaign,Entertainment,3,355752,388131,336781,17978,233,3738,3992,25941,7.702631680528296,94.6673525377229
POST00530,2025-03-08 03:00:00,Linkedin,Reel,Event Promotion,Event,16,33348,29206,16926,1597,90,88,209,1984,11.72161172161172,50.75566750629723
POST00531,2025-03-08 06:00:00,Facebook,Image,Festival Campaign,Community,5,328822,276821,216594,6244,243,1203,2258,9948,4.592925011773179,65.86968025253785
POST00532,2025-03-08 09:00:00,Linkedin,Reel,Event Promotion,Education,6,165024,115893,84128,4334,237,942,431,5944,7.06542411563332,50.97925150281172
POST00533,2025-03-08 12:00:00,Linkedin,Carousel,Seasonal Campaign,Promotional,19,134369,195401,146001,6000,88,1792,1431,9311,6.377353579770001,108.65675862736197
POST00534,2025-03-08 15:00:00,Youtube,Video,Educational Series,Event,5,20318,15292,9367,972,15,66,108,1161,12.394576705455322,46.101978541194995
POST00535,2025-03-08 18:00:00,Facebook,Reel,Brand Awareness,Education,8,359498,500017,408826,39874,1206,3917,4887,49884,12.201767989315748,113.72135589071428
POST00536,2025-03-08 21:00:00,Linkedin,Reel,Product Launch,Promotional,19,308155,659764,438648,25717,594,8421,8190,42922,9.785066841750105,142.34654638087974
POST00537,2025-03-09 00:00:00,Facebook,Reel,Product Launch,Promotional,3,300931,286938,249810,24011,1320,2741,2832,30904,12.371001961490732,83.01238489886386
POST00538,2025-03-09 03:00:00,Instagram,Video,Event Promotion,Community,4,394430,448286,398346,34560,411,6644,7948,49563,12.44219849075929,100.99282508936946
POST00539,2025-03-09 06:00:00,Youtube,Image,Community Campaign,Community,18,391304,633385,349974,9803,379,4366,6592,21140,6.040448719047701,89.43787950033733
POST00540,2025-03-09 09:00:00,Instagram,Image,Community Campaign,Promotional,9,476644,345111,229080,14649,187,1610,2400,18846,8.22682032477737,48.061026678191695
POST00541,2025-03-09 12:00:00,Linkedin,Reel,Event Promotion,Community,17,425732,275006,212344,11145,470,2605,4280,18500,8.71227819010662,49.87738765232588
POST00542,2025-03-09 15:00:00,Facebook,Carousel,Festival Campaign,Promotional,14,381176,298914,192072,11212,185,1417,3695,16509,8.59521429463951,50.38932146829811
POST00543,2025-03-09 18:00:00,Instagram,Video,Product Launch,Education,0,185127,242167,159951,3715,179,2224,2540,8658,5.41290770298404,86.40068709588553
POST00544,2025-03-09 21:00:00,Facebook,Video,Festival Campaign,Entertainment,4,384449,278899,200968,13471,652,3479,2192,19794,9.849329246447196,52.27429385952364
POST00545,2025-03-10 00:00:00,Facebook,Carousel,Educational Series,Community,4,271366,153447,87708,4810,171,1178,1962,8121,9.259132576275825,32.320924507860234
POST00546,2025-03-10 03:00:00,Instagram,Reel,Product Launch,Brand,7,290896,562102,385505,10093,176,5127,1516,16912,4.386972931609188,132.52330729882843
POST00547,2025-03-10 06:00:00,Instagram,Reel,Educational Series,Brand,21,217983,199886,152949,10858,117,741,2366,14082,9.206990565482611,70.16556336962057
POST00548,2025-03-10 09:00:00,Facebook,Reel,Brand Awareness,Brand,21,406489,388218,226225,18146,463,1023,1869,21501,9.504254613769477,55.65341251546783
POST00549,2025-03-10 12:00:00,Youtube,Reel,Festival Campaign,Entertainment,21,362650,1228001,753705,27002,1167,3867,4952,36988,4.907490331097711,207.83262098442026
POST00550,2025-03-10 15:00:00,Facebook,Reel,Event Promotion,Promotional,19,210922,397984,275758,18302,784,2326,2153,23565,8.545536303570522,130.73932543783957
POST00551,2025-03-10 18:00:00,Youtube,Reel,Product Launch,Promotional,14,392526,615306,551805,26914,988,9906,3449,41257,7.476735440961935,140.5779489766283
POST00552,2025-03-10 21:00:00,Linkedin,Image,Festival Campaign,Event,16,118328,52891,43467,1180,15,118,568,1881,4.327420801987715,36.73433168818877
POST00553,2025-03-11 00:00:00,Youtube,Text,Event Promotion,Brand,18,168610,199415,119808,3482,59,977,1606,6124,5.111511752136752,71.05628373168851
POST00554,2025-03-11 03:00:00,Youtube,Carousel,Brand Awareness,Brand,12,294801,265822,182461,8782,154,849,1581,11366,6.229276393311448,61.89293794797168
POST00555,2025-03-11 06:00:00,Linkedin,Video,Product Launch,Promotional,21,431059,913616,803371,46458,1967,12665,3529,64619,8.043481778655192,186.37147119071867
POST00556,2025-03-11 09:00:00,Youtube,Carousel,Educational Series,Brand,20,101119,158035,138944,5825,134,1292,2683,9934,7.149643021649011,137.40642213629485
POST00557,2025-03-11 12:00:00,Instagram,Reel,Brand Awareness,Promotional,9,303635,755156,656170,63737,3084,2303,10194,79318,12.088025968880016,216.10486274638956
POST00558,2025-03-11 15:00:00,Instagram,Carousel,Community Campaign,Promotional,16,123010,207448,153666,3512,85,677,3351,7625,4.962060572930902,124.92155109340703
POST00559,2025-03-11 18:00:00,Facebook,Reel,Event Promotion,Community,4,197503,202395,129257,6640,205,1985,2251,11081,8.572843250268845,65.44558816828099
POST00560,2025-03-11 21:00:00,Facebook,Carousel,Special Campaign,Promotional,17,148801,174064,155103,6854,353,1728,873,9808,6.323539841266772,104.23518659148796
POST00561,2025-03-12 00:00:00,Facebook,Reel,Product Launch,Education,16,214547,337928,258955,9785,451,3825,4348,18409,7.108957154718001,120.69849496846845
POST00562,2025-03-12 03:00:00,Instagram,Text,Product Launch,Education,3,324324,269077,217351,8832,427,1701,3950,14910,6.859871820235472,67.01662534995869
POST00563,2025-03-12 06:00:00,Instagram,Reel,Seasonal Campaign,Education,21,300684,324267,193653,17350,304,1754,4651,24059,12.42376828657444,64.40415851857765
POST00564,2025-03-12 09:00:00,Instagram,Reel,Seasonal Campaign,Education,6,222587,311160,239707,20377,413,839,3682,25311,10.559140951244645,107.69137460858002
POST00565,2025-03-12 12:00:00,Instagram,Text,Brand Awareness,Entertainment,4,473851,242026,177508,8299,269,1802,3979,14349,8.083579331635757,37.460720775095965
POST00566,2025-03-12 15:00:00,Youtube,Reel,Product Launch,Event,7,27943,57669,39962,2487,25,302,358,3172,7.937540663630449,143.012561285474
POST00567,2025-03-12 18:00:00,Instagram,Carousel,Event Promotion,Event,7,140730,227979,170552,15477,175,391,825,16868,9.890238754162953,121.19093299225467
POST00568,2025-03-12 21:00:00,Youtube,Carousel,Brand Awareness,Promotional,10,291055,542770,439646,30912,1566,4214,7803,44495,10.12064251693408,151.05255020528764
POST00569,2025-03-13 00:00:00,Linkedin,Video,Educational Series,Brand,8,453470,420152,289725,19556,351,964,963,21834,7.536111830183795,63.890665314133244
POST00570,2025-03-13 03:00:00,Instagram,Text,Brand Awareness,Education,18,250481,334126,261176,7488,236,1275,3646,12645,4.841562777590591,104.2697849337874
POST00571,2025-03-13 06:00:00,Youtube,Text,Brand Awareness,Event,18,345144,288769,219104,13758,214,2015,5316,21303,9.722780049656784,63.48190900030133
POST00572,2025-03-13 09:00:00,Facebook,Reel,Special Campaign,Event,8,89305,97320,86023,3319,122,1376,1760,6577,7.645629657184706,96.32495380997705
POST00573,2025-03-13 12:00:00,Instagram,Video,Educational Series,Education,22,22479,37256,25242,1396,55,448,538,2437,9.654544013945014,112.2914720405712
POST00574,2025-03-13 15:00:00,Facebook,Carousel,Community Campaign,Entertainment,19,30112,54004,45274,1773,32,652,1041,3498,7.726288819189822,150.3520191285866
POST00575,2025-03-13 18:00:00,Linkedin,Carousel,Seasonal Campaign,Entertainment,16,391719,443388,388634,21948,706,1182,4220,28056,7.219131625128012,99.21244565619742
POST00576,2025-03-13 21:00:00,Linkedin,Reel,Event Promotion,Event,15,483483,412884,238920,23908,892,1520,4481,30801,12.891762933199397,49.41642208722954
POST00577,2025-03-14 00:00:00,Instagram,Carousel,Community Campaign,Entertainment,6,213684,365949,216144,10255,341,1455,5062,17113,7.917406913909246,101.15123266131296
POST00578,2025-03-14 03:00:00,Linkedin,Text,Community Campaign,Community,21,490113,554936,415533,12409,198,4317,1433,18357,4.417699677281949,84.78310103996425
POST00579,2025-03-14 06:00:00,Youtube,Text,Community Campaign,Education,2,252548,113911,66914,1664,74,473,208,2419,3.6150880234330636,26.4955572802002
POST00580,2025-03-14 09:00:00,Instagram,Image,Seasonal Campaign,Event,20,66809,124064,107470,3563,184,617,1715,6079,5.656462268540058,160.86156056818692
POST00581,2025-03-14 12:00:00,Youtube,Reel,Festival Campaign,Education,18,280462,469895,319197,29295,601,4880,6573,41349,12.95406911719095,113.81114019011488
POST00582,2025-03-14 15:00:00,Linkedin,Image,Seasonal Campaign,Entertainment,7,52205,27126,18760,1110,46,72,325,1553,8.27825159914712,35.935255243750596
POST00583,2025-03-14 18:00:00,Youtube,Video,Community Campaign,Education,4,223676,279079,232385,12000,439,1318,2279,16036,6.900617509735999,103.89357821134139
POST00584,2025-03-14 21:00:00,Instagram,Carousel,Festival Campaign,Entertainment,5,419773,365206,237353,20581,312,2670,1431,24994,10.53030717960169,56.543179289758996
POST00585,2025-03-15 00:00:00,Facebook,Image,Educational Series,Entertainment,1,187170,97593,77460,3468,177,806,259,4710,6.0805577072037185,41.384837313672065
POST00586,2025-03-15 03:00:00,Instagram,Reel,Seasonal Campaign,Education,23,452006,835344,651746,47150,1723,10331,16012,75216,11.540692232863723,144.18967889806774
POST00587,2025-03-15 06:00:00,Instagram,Image,Event Promotion,Entertainment,18,130947,278253,232335,14506,178,3038,1997,19719,8.487313577377494,177.42674517171068
POST00588,2025-03-15 09:00:00,Instagram,Image,Community Campaign,Community,12,316970,316194,271456,13743,534,3580,1700,19557,7.204482494400565,85.6409123891851
POST00589,2025-03-15 12:00:00,Instagram,Text,Product Launch,Promotional,5,435290,533464,439913,17666,517,1414,4766,24363,5.538140495961701,101.062050586965
POST00590,2025-03-15 15:00:00,Instagram,Carousel,Educational Series,Education,5,146201,89188,54009,3743,100,413,1176,5432,10.057582995426689,36.941607786540445
POST00591,2025-03-15 18:00:00,Instagram,Reel,Festival Campaign,Promotional,1,369835,780407,511379,47929,2801,1911,9387,62028,12.129555574241415,138.27220246866847
POST00592,2025-03-15 21:00:00,Facebook,Image,Seasonal Campaign,Education,23,136558,126437,87375,5369,233,1077,1901,8580,9.819742489270386,63.983801754565825
POST00593,2025-03-16 00:00:00,Instagram,Reel,Event Promotion,Entertainment,4,384069,529395,372391,20652,1065,3412,2360,27489,7.381757346445,96.95940052438495
POST00594,2025-03-16 03:00:00,Instagram,Text,Brand Awareness,Entertainment,10,258713,181408,117967,5407,249,1068,1115,7839,6.645078708452363,45.59763135211605
POST00595,2025-03-16 06:00:00,Linkedin,Image,Event Promotion,Event,10,253367,186546,126894,5325,301,874,2308,8808,6.941226535533596,50.08308106422699
POST00596,2025-03-16 09:00:00,Youtube,Image,Event Promotion,Community,23,116320,85416,52391,1247,35,497,171,1950,3.722013322898971,45.040405777166434
POST00597,2025-03-16 12:00:00,Facebook,Image,Community Campaign,Event,13,314545,356535,209845,6587,293,2717,3660,13257,6.317520074340585,66.7138247309606
POST00598,2025-03-16 15:00:00,Instagram,Carousel,Community Campaign,Promotional,12,424781,546065,414785,20384,671,3844,7519,32418,7.815615318779609,97.6467874033914
POST00599,2025-03-16 18:00:00,Instagram,Carousel,Seasonal Campaign,Entertainment,7,110236,128798,76221,7270,266,748,484,8768,11.503391453798823,69.14347400123371
POST00600,2025-03-16 21:00:00,Instagram,Carousel,Seasonal Campaign,Event,14,257879,524092,300600,15563,704,1446,1913,19626,6.528942115768463,116.56629659646578
POST00601,2025-03-17 00:00:00,Instagram,Reel,Special Campaign,Entertainment,11,84702,133638,107389,4439,141,1219,1097,6896,6.421514307796889,126.78449151141649
POST00602,2025-03-17 03:00:00,Instagram,Reel,Festival Campaign,Education,2,463142,643437,552373,20905,1087,7016,4391,33399,6.046457737796743,119.2664452802812
POST00603,2025-03-17 06:00:00,Instagram,Reel,Special Campaign,Event,20,231945,371563,220516,17061,534,2071,3646,23312,10.571568502965771,95.07253874841018
POST00604,2025-03-17 09:00:00,Instagram,Carousel,Seasonal Campaign,Promotional,22,162184,253359,220311,16428,753,961,3138,21280,9.659072856098879,135.84015685887633
POST00605,2025-03-17 12:00:00,Instagram,Reel,Festival Campaign,Event,4,99297,165352,137733,14316,487,2106,2638,19547,14.191951093782897,138.70811807003233
POST00606,2025-03-17 15:00:00,Youtube,Image,Community Campaign,Entertainment,5,390471,474221,290497,24048,304,1412,5637,31401,10.809405949114794,74.39656210064256
POST00607,2025-03-17 18:00:00,Instagram,Video,Community Campaign,Brand,1,422101,272117,188872,10373,126,2949,2772,16220,8.587826676267525,44.74568882802931
POST00608,2025-03-17 21:00:00,Instagram,Video,Product Launch,Brand,7,414592,457856,393103,11527,680,3876,7930,24013,6.1085771413598975,94.81683196974376
POST00609,2025-03-18 00:00:00,Youtube,Image,Product Launch,Community,4,157011,98880,81259,5050,122,756,801,6729,8.28092888172387,51.75369878543542
POST00610,2025-03-18 03:00:00,Facebook,Image,Educational Series,Entertainment,21,193021,147698,94804,7522,193,272,2335,10322,10.887726256276107,49.1158993062931
POST00611,2025-03-18 06:00:00,Instagram,Reel,Community Campaign,Education,16,153918,129985,101432,8281,468,827,505,10081,9.93867812919,65.90002468847048
POST00612,2025-03-18 09:00:00,Facebook,Carousel,Brand Awareness,Event,1,92353,76470,45773,2998,174,613,799,4584,10.014637450025123,49.5630894502615
POST00613,2025-03-18 12:00:00,Facebook,Video,Product Launch,Brand,10,27430,40036,31621,1053,55,512,494,2114,6.6854305682932225,115.27889172438937
POST00614,2025-03-18 15:00:00,Instagram,Reel,Festival Campaign,Education,3,177400,304645,248549,9784,318,1752,3930,15784,6.350458058571952,140.1065388951522
POST00615,2025-03-18 18:00:00,Linkedin,Image,Event Promotion,Entertainment,10,162223,145738,95222,7931,327,190,1450,9898,10.394656696981789,58.698211720902705
POST00616,2025-03-18 21:00:00,Linkedin,Video,Seasonal Campaign,Education,8,473013,432888,309432,19404,394,2898,4735,27431,8.864952558235736,65.41722954760229
POST00617,2025-03-19 00:00:00,Instagram,Video,Seasonal Campaign,Entertainment,5,178691,372989,335169,20021,991,1981,6405,29398,8.77109756570566,187.56904376829274
POST00618,2025-03-19 03:00:00,Instagram,Reel,Educational Series,Community,23,316628,470628,294940,25264,984,1169,1013,28430,9.639248660744558,93.15032151294264
POST00619,2025-03-19 06:00:00,Facebook,Image,Product Launch,Event,1,144506,124404,69939,2085,112,241,1132,3570,5.104448161969716,48.398682407650895
POST00620,2025-03-19 09:00:00,Facebook,Reel,Event Promotion,Education,14,178736,353056,296413,13347,597,5001,1975,20920,7.057720140479669,165.83844329066332
POST00621,2025-03-19 12:00:00,Instagram,Reel,Event Promotion,Event,4,157852,333894,221526,20658,1056,3229,814,25757,11.627077634228037,140.33778476040848
POST00622,2025-03-19 15:00:00,Instagram,Text,Product Launch,Education,11,219939,214769,145548,7878,274,1329,540,10021,6.88501387858301,66.17653076534857
POST00623,2025-03-19 18:00:00,Instagram,Video,Brand Awareness,Entertainment,12,48604,102946,89735,7037,77,1037,516,8667,9.658438736279045,184.6247222450827
POST00624,2025-03-19 21:00:00,Youtube,Video,Brand Awareness,Entertainment,16,127385,178113,118085,9990,532,758,2321,13601,11.517974340517425,92.699297405503
POST00625,2025-03-20 00:00:00,Facebook,Reel,Educational Series,Education,3,37762,36505,29015,2021,75,364,355,2815,9.70187833879028,76.8365023039034
POST00626,2025-03-20 03:00:00,Instagram,Video,Special Campaign,Community,9,401416,1035884,783557,63643,2102,7140,12675,85560,10.919435344205972,195.19824820136716
POST00627,2025-03-20 06:00:00,Youtube,Image,Brand Awareness,Entertainment,0,174837,126127,99944,8339,128,1095,457,10019,10.024613783718884,57.16410142017993
POST00628,2025-03-20 09:00:00,Facebook,Reel,Educational Series,Promotional,10,214798,340541,198928,19944,593,2378,3062,25977,13.058493525295583,92.6116630508664
POST00629,2025-03-20 12:00:00,Instagram,Image,Special Campaign,Promotional,15,188115,248324,158628,8902,472,1464,1943,12781,8.05721562397559,84.32501395423012
POST00630,2025-03-20 15:00:00,Instagram,Reel,Special Campaign,Event,10,238530,368394,206192,21542,1219,2856,2823,28440,13.79296965934663,86.44279545549826
POST00631,2025-03-20 18:00:00,Facebook,Video,Festival Campaign,Promotional,8,472267,719086,623647,41406,2244,2265,2335,48250,7.736748513181335,132.0539017123788
POST00632,2025-03-20 21:00:00,Linkedin,Image,Special Campaign,Promotional,1,371374,218652,120460,8069,266,1068,1119,10522,8.734849742653163,32.4363041031413
POST00633,2025-03-21 00:00:00,Youtube,Reel,Product Launch,Community,6,161628,167251,128572,12182,234,2108,2846,17370,13.50993995582242,79.54809810181405
POST00634,2025-03-21 03:00:00,Youtube,Reel,Special Campaign,Community,18,361235,1119772,644547,43951,1340,5597,13120,64008,9.930695511731495,178.4287236840284
POST00635,2025-03-21 06:00:00,Instagram,Reel,Event Promotion,Brand,17,134919,192875,124276,4221,75,2172,1799,8267,6.652129131932151,92.11156323423684
POST00636,2025-03-21 09:00:00,Instagram,Reel,Educational Series,Brand,19,150731,255931,153596,10670,418,1931,2426,15445,10.05560040626058,101.90073707465616
POST00637,2025-03-21 12:00:00,Youtube,Image,Seasonal Campaign,Community,6,30004,40784,34101,1574,47,437,242,2300,6.744670244274362,113.6548460205306
POST00638,2025-03-21 15:00:00,Instagram,Video,Brand Awareness,Brand,22,210028,397644,318384,11983,193,5578,2019,19773,6.2104251469923115,151.59121640924067
POST00639,2025-03-21 18:00:00,Instagram,Reel,Seasonal Campaign,Community,8,385870,867541,652249,64546,1950,9492,14164,90152,13.821715326508741,169.03335320185556
POST00640,2025-03-21 21:00:00,Instagram,Reel,Educational Series,Brand,11,171882,268943,226784,7910,177,4114,1764,13965,6.1578418230563,131.9416809206316
POST00641,2025-03-22 00:00:00,Instagram,Image,Community Campaign,Entertainment,2,475216,507168,324416,11758,272,2801,7454,22285,6.8692666206352335,68.26706171509377
POST00642,2025-03-22 03:00:00,Instagram,Video,Educational Series,Community,22,227796,236529,205032,20692,915,3438,1480,26525,12.937004955324047,90.0068482326292
POST00643,2025-03-22 06:00:00,Instagram,Reel,Brand Awareness,Event,21,20247,40141,25055,2420,106,360,196,3082,12.300937936539613,123.7467279103077
POST00644,2025-03-22 09:00:00,Instagram,Reel,Community Campaign,Event,15,433978,1018208,772301,37955,1627,6543,15339,61464,7.958555019351262,177.95856011134205
POST00645,2025-03-22 12:00:00,Instagram,Image,Community Campaign,Community,6,394046,532904,455880,20678,510,3273,7465,31926,7.003158725980521,115.69207655958948
POST00646,2025-03-22 15:00:00,Linkedin,Reel,Special Campaign,Promotional,22,65995,37183,32771,3555,153,144,394,4246,12.956577461780233,49.65679218122585
POST00647,2025-03-22 18:00:00,Youtube,Reel,Brand Awareness,Event,4,341567,248429,140106,11164,248,539,1025,12976,9.261559105248883,41.0185995719727
POST00648,2025-03-22 21:00:00,Facebook,Carousel,Community Campaign,Promotional,22,230419,307626,227431,19634,1049,1152,3135,24970,10.97915411707287,98.70323193833842
POST00649,2025-03-23 00:00:00,Facebook,Carousel,Product Launch,Event,6,220349,333641,289454,13515,798,2283,5786,22382,7.732489445645941,131.36161271437584
POST00650,2025-03-23 03:00:00,Youtube,Image,Event Promotion,Education,18,81969,100352,77036,4431,208,254,1897,6790,8.814060958512904,93.98187119520794
POST00651,2025-03-23 06:00:00,Instagram,Carousel,Seasonal Campaign,Education,16,311196,404425,326725,19739,292,5063,4907,30001,9.182339888285256,104.99010270054885
POST00652,2025-03-23 09:00:00,Youtube,Carousel,Product Launch,Community,15,331358,352500,244610,10211,604,2062,3932,16809,6.8717550386329265,73.82046004623398
POST00653,2025-03-23 12:00:00,Youtube,Reel,Product Launch,Event,20,269983,790621,662989,24542,1374,2440,10447,38803,5.852736621572907,245.56694310382508
POST00654,2025-03-23 15:00:00,Facebook,Image,Brand Awareness,Entertainment,23,185391,178935,139813,7502,406,682,1422,10012,7.160993612897228,75.41520354278255
POST00655,2025-03-23 18:00:00,Youtube,Reel,Special Campaign,Promotional,20,485058,1169560,933961,46282,1506,8768,6491,63047,6.750496005721867,192.54625220076775
POST00656,2025-03-23 21:00:00,Instagram,Reel,Brand Awareness,Event,18,219613,395656,274881,10268,603,2688,2452,16011,5.824702325733681,125.16608761776398
